Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Balkon Durumu,Fiyat Durumu,Price,Eşya Durumu,Müstakil mi,Dublex mi,Çatı katı mı,İlçe,Mahalle
50,75,2.0,7,15,24.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,35000.0,1,0,0,0, Gaziosmanpaşa,Karadeniz Mahallesi
67,75,2.0,0,3,5.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,1,Genel Fiyat,23000.0,0,0,0,0, Tuzla,Evliya Çelebi Mahallesi
85,90,3.0,25,0,4.0,Merkezi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,57000.0,1,0,0,0, Kadıköy,Osmanağa Mahallesi
100,110,3.0,25,1,3.0,Kat Kaloriferi,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,25000.0,0,0,0,0, Avcılar,Denizköşkler Mahallesi
85,100,4.0,17,0,8.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,16000.0,0,0,0,0, Avcılar,Cihangir Mahallesi
85,101,3.0,7,9,30.0,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,44100.0,1,0,0,0, Ümraniye,Çamlık Mahallesi
40,80,2.0,2,6,15.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,35000.0,1,0,0,0, Kağıthane,Talatpaşa Mahallesi
55,70,3.0,7,0,15.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,35500.0,1,0,0,0, Kağıthane,Talatpaşa Mahallesi
30,40,1.0,7,13,23.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,15500.0,0,0,0,0, Küçükçekmece,Atakent Mahallesi
45,50,2.0,7,-1,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,22000.0,0,0,0,0, Ataşehir,İnönü Mahallesi
96,115,5.0,4,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,22500.0,0,0,0,0, Sancaktepe,Atatürk Mahallesi
35,40,2.0,7,1,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,19000.0,1,0,0,0, Şişli,Kuştepe Mahallesi
40,45,2.0,17,1,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,22000.0,1,0,0,0, Şişli,Gülbahar Mahallesi
90,100,3.0,25,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Bahçelievler,Hürriyet Mahallesi
80,100,3.0,17,1,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,28500.0,1,0,0,0, Çekmeköy,Mimar Sinan Mahallesi
90,100,3.0,7,1,1.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,30500.0,0,0,0,0, Çekmeköy,Merkez Mahallesi
40,65,2.0,7,5,10.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,24000.0,0,0,0,0, Kartal,Soğanlık Yeni Mahallesi
60,65,2.0,2,3,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,16500.0,0,0,0,0, Avcılar,Mustafa Kemal Paşa Mahallesi
70,75,3.0,2,5,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,18500.0,0,0,0,0, Avcılar,Gümüşpala Mahallesi
50,60,2.0,25,0,5.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,12000.0,0,0,0,0, Avcılar,Gümüşpala Mahallesi
70,75,3.0,7,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,22500.0,0,0,0,0, Avcılar,Gümüşpala Mahallesi
80,97,3.0,13,1,3.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,22000.0,0,0,0,0, Pendik,Dumlupınar Mahallesi
50,55,2.0,25,0,5.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,9500.0,0,0,0,0, Avcılar,Gümüşpala Mahallesi
90,100,3.5,7,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,14000.0,0,0,0,0, Avcılar,Cihangir Mahallesi
30,35,1.0,25,5,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,1,0,0,0, Beşiktaş,Türkali Mahallesi
60,65,2.0,7,2,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,23000.0,0,0,0,0, Kağıthane,Telsizler Mahallesi
80,100,3.0,13,4,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,13000.0,0,0,0,0, Esenyurt,Turgut Özal Mahallesi
68,75,2.0,3,31,41.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,14000.0,0,0,0,0, Esenyurt,Gökevler Mahallesi
85,100,3.0,7,17,17.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,15000.0,0,0,0,0, Esenyurt,İncirtepe Mahallesi
85,100,3.0,4,3,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,11000.0,0,0,0,0, Esenyurt,Fatih Mahallesi
65,70,2.0,7,12,13.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,13000.0,0,0,0,0, Esenyurt,Üçevler Mahallesi
70,80,3.0,4,2,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,15000.0,0,0,0,0, Esenyurt,Üçevler Mahallesi
77,87,3.0,13,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,35000.0,0,0,0,0, Maltepe,Küçükyalı Mahallesi
55,65,2.0,17,3,3.0,Klimalı,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,16000.0,0,0,0,0, Ümraniye,Atakent Mahallesi
98,115,3.5,25,4,4.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,60000.0,0,0,0,0, Beşiktaş,Kültür Mahallesi
90,130,3.0,17,4,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,26000.0,1,0,0,0, Sancaktepe,Emek Mahallesi
130,150,3.0,13,4,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,22000.0,0,0,0,0, Sancaktepe,Atatürk Mahallesi
30,40,1.0,7,2,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,7500.0,0,0,0,0, Sancaktepe,Emek Mahallesi
50,60,2.0,7,0,5.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,16000.0,0,0,0,0, Çekmeköy,Soğukpınar Mahallesi
70,75,3.0,25,3,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,26000.0,1,0,0,0, Esenler,Havaalanı Mahallesi
90,125,3.0,7,7,8.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,30000.0,0,0,0,0, Çekmeköy,Cumhuriyet Mahallesi
120,138,4.0,7,7,9.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,1,Birim Fiyat,50000.0,0,0,0,0, Pendik,Yenişehir Mahallesi
70,80,3.0,17,0,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Genel Fiyat,20000.0,0,0,0,0, Üsküdar,Cumhuriyet Mahallesi
90,100,3.0,7,1,4.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,17000.0,0,0,0,0, Esenyurt,Mehmet Akif Ersoy Mahallesi
85,88,3.0,25,1,4.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Bağcılar,Barbaros Mahallesi
85,95,3.0,7,0,4.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,12000.0,0,0,0,0, Esenyurt,Mehterçeşme Mahallesi
100,123,3.0,7,3,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,42000.0,0,0,0,0, Tuzla,Postane Mahallesi
100,135,3.0,13,2,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,40000.0,0,0,0,0, Sancaktepe,Emek Mahallesi
55,65,1.0,17,2,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,15500.0,1,0,0,0, Fatih,Topkapı Mahallesi
120,125,4.0,25,6,6.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,0,Genel Fiyat,28000.0,0,0,0,0, Bahçelievler,Fevzi Çakmak Mahallesi
185,190,2.5,7,14,15.0,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,2,0,Genel Fiyat,35000.0,0,0,0,0, Esenyurt,Cumhuriyet Mahallesi
45,52,1.0,7,8,14.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,15000.0,1,0,0,0, Esenyurt,Cumhuriyet Mahallesi
100,120,3.0,25,4,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,45000.0,1,0,0,0, Bakırköy,Cevizlik Mahallesi
100,110,3.0,7,0,9.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,35000.0,0,0,0,0, Pendik,Yenişehir Mahallesi
70,76,2.0,13,17,18.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,40000.0,0,0,0,0, Küçükçekmece,İstasyon Mahallesi
150,180,5.0,1,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,3,0,Genel Fiyat,50000.0,1,0,0,0, Beylikdüzü,Yakuplu Mahallesi
90,100,3.0,1,2,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,38000.0,1,0,0,0, Beylikdüzü,Yakuplu Mahallesi
65,75,3.0,7,3,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Esenyurt,Güzelyurt Mahallesi
85,90,3.0,7,2,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,24000.0,0,0,0,0, Eyüpsultan,Akşemsettin Mahallesi
40,48,2.0,7,-1,4.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,18000.0,0,0,0,0, Başakşehir,Kayabaşı Mahallesi
115,130,3.0,25,3,4.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Bağcılar,Demirkapı Mahallesi
110,140,4.0,25,8,9.0,Merkezi Doğalgaz,Boş,Bilinmiyor,Hayır,1,0,Genel Fiyat,40000.0,0,0,0,0, Kadıköy,19 Mayıs Mahallesi
68,90,3.0,0,1,13.0,Yerden Isıtma,Boş,Bilinmiyor,Hayır,2,0,Genel Fiyat,75000.0,0,0,0,0, Kadıköy,Caddebostan Mahallesi
100,110,3.0,7,6,9.0,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,40000.0,0,0,0,0, Çekmeköy,Cumhuriyet Mahallesi
75,85,3.0,7,1,8.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,27000.0,0,0,0,0, Başakşehir,Kayabaşı Mahallesi
75,85,3.0,25,2,4.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,1,Genel Fiyat,25000.0,0,0,0,0, Üsküdar,Selami Ali Mahallesi
120,140,4.0,25,5,10.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,40500.0,0,0,0,0, Ataşehir,İçerenköy Mahallesi
70,75,3.0,25,0,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,36000.0,0,0,0,0, Üsküdar,Beylerbeyi Mahallesi
48,58,2.0,3,8,8.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,56000.0,1,0,0,0, Maltepe,Esenkent Mahallesi
89,100,3.0,25,4,5.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,20000.0,0,0,0,0, Bahçelievler,Şirinevler Mahallesi
85,110,3.0,25,-4,4.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,1,Genel Fiyat,17000.0,0,0,0,0, Küçükçekmece,Halkalı Merkez Mahallesi
90,110,3.0,25,1,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Birim Fiyat,28000.0,0,0,0,0, Gaziosmanpaşa,Merkez Mahallesi
90,100,3.0,4,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,12000.0,0,0,0,0, Esenyurt,Pınar Mahallesi
85,90,3.0,25,1,4.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,14000.0,0,0,0,0, Sultangazi,50. Yıl Mahallesi
103,120,4.0,0,6,12.0,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Hayır,2,0,Genel Fiyat,72500.0,0,0,0,0, Kadıköy,Bostancı Mahallesi
90,95,3.0,13,5,5.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,1,Genel Fiyat,30000.0,0,0,0,0, Bahçelievler,Şirinevler Mahallesi
45,50,2.0,0,0,13.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,22000.0,0,0,0,0, Pendik,Dumlupınar Mahallesi
45,49,2.0,7,6,9.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,26500.0,0,0,0,0, Ataşehir,Kayışdağı Mahallesi
140,160,5.0,0,4,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,2,0,Genel Fiyat,31000.0,0,0,0,0, Beylikdüzü,Kavaklı Mahallesi
53,65,2.0,7,11,13.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,17000.0,0,0,0,0, Esenyurt,Barbaros Hayrettin Paşa Mahallesi
140,180,5.0,25,5,16.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,62000.0,0,0,0,0, Kadıköy,Erenköy Mahallesi
80,90,3.0,25,2,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,28000.0,0,0,0,0, Fatih,Akşemsettin Mahallesi
95,115,4.0,0,5,7.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,34500.0,0,0,0,0, Pendik,Şeyhli Mahallesi
75,85,3.0,25,3,4.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,19000.0,0,0,0,0, Gaziosmanpaşa,Pazariçi Mahallesi
80,90,3.0,4,3,4.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,47500.0,0,0,0,0, Üsküdar,Mehmet Akif Ersoy Mahallesi
110,145,4.0,17,5,14.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kat İrtifakı,Evet,2,0,Genel Fiyat,43000.0,0,0,0,0, Kağıthane,Nurtepe Mahallesi
30,35,2.0,7,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,20000.0,1,0,0,0, Ataşehir,İçerenköy Mahallesi
60,70,3.0,4,0,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,17000.0,0,0,0,0, Küçükçekmece,Sultan Murat Mahallesi
78,92,4.0,7,0,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,0,0,0,0, Tuzla,Yayla Mahallesi
70,85,3.0,2,1,6.0,Yerden Isıtma,Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,30000.0,0,0,0,0, Tuzla,İstasyon Mahallesi
50,60,2.0,13,23,30.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,22500.0,0,0,0,0, Küçükçekmece,Atatürk Mahallesi
85,129,3.0,0,2,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,2,0,Genel Fiyat,34000.0,0,0,0,0, Beylikdüzü,Sahil Mahallesi
170,195,5.0,13,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,40000.0,0,0,0,0, Silivri,Yeni Mahallesi
55,58,2.0,25,0,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,20100.0,0,0,0,0, Fatih,Yedikule Mahallesi
35,50,2.0,3,3,24.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,30000.0,0,0,0,0, Kadıköy,Dumlupınar Mahallesi
68,70,3.0,25,5,5.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,22000.0,1,0,0,0, Beyoğlu,Küçük Piyale Mahallesi
70,75,3.0,7,3,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,29000.0,1,0,0,0, Avcılar,Merkez Mahallesi
65,70,2.0,25,2,5.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,21500.0,0,0,0,0, Bayrampaşa,Orta Mahallesi
58,72,2.0,7,6,9.0,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,22500.0,0,0,0,0, Pendik,Yayalar Mahallesi
110,135,4.0,13,3,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,49000.0,1,0,0,0, Tuzla,Evliya Çelebi Mahallesi
150,160,5.0,25,4,7.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,50000.0,0,0,0,0, Şişli,19 Mayıs Mahallesi
75,85,3.0,17,0,6.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,27000.0,0,0,0,0, Şişli,19 Mayıs Mahallesi
65,70,3.0,25,4,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,15000.0,0,0,0,0, Zeytinburnu,Seyitnizam Mahallesi
90,95,3.0,25,3,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,16000.0,0,0,0,0, Sultangazi,Yunus Emre Mahallesi
45,60,2.0,17,12,12.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,27500.0,1,0,0,0, Küçükçekmece,Atakent Mahallesi
55,68,2.0,7,4,5.0,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,1,Genel Fiyat,20000.0,0,0,0,0, Sultanbeyli,Hasanpaşa Mahallesi
90,100,3.0,4,4,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,18000.0,0,0,0,0, Arnavutköy,Anadolu Mahallesi
130,140,3.0,25,6,6.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,1,Birim Fiyat,18000.0,0,0,0,0, Bağcılar,Hürriyet Mahallesi
160,170,4.0,25,1,4.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,60000.0,0,0,0,0, Bahçelievler,Bahçelievler Mahallesi
70,90,3.0,4,11,17.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,45000.0,1,0,0,0, Zeytinburnu,Maltepe Mahallesi
74,84,3.0,13,7,9.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,25000.0,0,0,0,0, Küçükçekmece,Atakent Mahallesi
100,136,3.0,0,1,4.0,Yerden Isıtma,Boş,Tapu Kaydı Yok,Evet,2,0,Genel Fiyat,45000.0,0,0,0,0, Başakşehir,Bahçeşehir 2. Kısım Mahallesi
90,110,3.0,25,2,5.0,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,0,Genel Fiyat,20500.0,0,0,0,0, Kartal,Yunus Mahallesi
124,135,4.0,7,2,12.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,31000.0,0,0,0,0, Tuzla,Aydınlı Mahallesi
96,126,3.5,7,15,18.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,32000.0,1,0,0,0, Tuzla,Aydınlı Mahallesi
115,135,4.0,25,4,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,24000.0,0,0,0,0, Tuzla,Yayla Mahallesi
200,220,5.0,0,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,90000.0,0,0,0,0, Üsküdar,Aziz Mahmut Hüdayi Mahallesi
110,120,3.0,1,2,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,35000.0,0,0,0,0, Beylikdüzü,Sahil Mahallesi
75,80,2.0,25,2,2.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,45000.0,1,0,0,0, Beşiktaş,Ortaköy Mahallesi
65,80,3.0,7,0,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,17500.0,0,0,0,0, Gaziosmanpaşa,Sarıgöl Mahallesi
30,40,1.0,7,11,30.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,28000.0,1,0,0,0, Ataşehir,Küçükbakkalköy Mahallesi
100,110,3.0,4,1,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,30000.0,0,0,0,0, Büyükçekmece,Atatürk Mahallesi
65,75,2.0,25,0,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Kat İrtifakı,Hayır,1,0,Genel Fiyat,22500.0,0,0,0,0, Şişli,Fulya Mahallesi
90,100,4.0,25,0,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,15999.0,0,0,0,0, Küçükçekmece,Halkalı Merkez Mahallesi
70,75,2.0,7,5,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,25000.0,1,0,0,1, Kağıthane,Yahya Kemal Mahallesi
50,60,3.0,25,0,6.0,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Evet,1,0,Genel Fiyat,16500.0,0,0,0,0, Maltepe,Zümrütevler Mahallesi
40,50,2.0,0,0,5.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,0,Genel Fiyat,15000.0,0,0,0,0, Büyükçekmece,Pınartepe Mahallesi
90,105,4.0,25,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,1,Genel Fiyat,31000.0,0,0,0,0, Eyüpsultan,İslambey Mahallesi
75,80,2.0,7,24,25.0,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,14000.0,0,0,0,0, Esenyurt,Sultaniye Mahallesi
120,130,4.0,25,2,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,32000.0,0,0,0,0, Üsküdar,Sultantepe Mahallesi
90,95,3.0,25,0,5.0,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,0,Genel Fiyat,16500.0,0,0,0,0, Bahçelievler,Zafer Mahallesi
69,70,3.0,25,0,6.0,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,0,Genel Fiyat,12000.0,0,0,0,0, Esenler,Nine Hatun Mahallesi
250,260,6.0,13,4,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,30000.0,0,0,0,0, Pendik,Esenyalı Mahallesi
54,68,2.0,7,6,7.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,23000.0,0,0,0,0, Sultanbeyli,Adil Mahallesi
80,90,3.0,13,6,8.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,0,Genel Fiyat,24000.0,0,0,0,0, Çekmeköy,Sultançiftliği Mahallesi
35,45,1.0,7,7,8.0,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,1,0,Genel Fiyat,19000.0,1,0,0,0, Pendik,Yenişehir Mahallesi
85,95,3.0,17,0,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,13000.0,0,0,0,0, Tuzla,Aydıntepe Mahallesi
100,110,3.0,13,8,12.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,0,Genel Fiyat,28000.0,0,0,0,0, Başakşehir,Başakşehir Mahallesi
110,130,3.0,25,3,3.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,65000.0,0,0,0,0, Beyoğlu,Ömer Avni Mahallesi
120,136,4.0,13,2,5.0,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,0,Genel Fiyat,21000.0,0,0,0,0, Pendik,Ahmet Yesevi Mahallesi
70,90,3.0,13,-1,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,15000.0,0,0,0,0, Pendik,Orhangazi Mahallesi
110,130,4.0,13,2,5.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,0,Genel Fiyat,30000.0,0,0,0,0, Pendik,Güzelyalı Mahallesi
110,140,4.0,17,2,4.0,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,0,Genel Fiyat,21500.0,0,0,0,0, Pendik,Fatih Mahallesi
90,95,3.0,25,3,4.0,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,1,Genel Fiyat,16500.0,0,0,0,0, Sultangazi,Esentepe Mahallesi
